plot_id,loc_name,long_in_degrees,lat_in_degrees,start_date,end_date,climate_classification,depth_in_m,temp_degC_percentage_missing_values,no_of_data,net_no_of_data,daily_a_mean,daily_gm_mean,daily_median,daily_ninetieth_perc,weekly_a_mean,weekly_gm_mean,weekly_median,weekly_ninetieth_perc,biweekly_a_mean,biweekly_gm_mean,biweekly_median,biweekly_ninetieth_perc,monthly_a_mean,monthly_gm_mean,monthly_median,monthly_ninetieth_perc,annual_a_mean,annual_gm_mean,annual_median,annual_ninetieth_perc,contributor,database,study,spatial_blocks,duration_in_years
60,"Tasmania, Iron Pot",147.4167,-43.053,12/4/2006 19:10,2/23/2015 15:00,Temperate,9,0.046312095,41026,41007,2.01E-08,1.48E-08,1.44E-08,4.36E-08,4.18E-08,3.53E-08,3.28E-08,7.98E-08,5.33E-08,4.63E-08,4.49E-08,9.52E-08,5.33E-08,4.63E-08,4.49E-08,9.52E-08,5.33E-08,4.63E-08,4.49E-08,9.52E-08,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,8.226921613
61,"Tasmania, Wedge Island",147.6753,-43.1273,5/16/2005 14:55,2/8/2012 14:00,Temperate,10.2,0,45025,45025,1.03E-08,7.78E-09,7.46E-09,2.08E-08,2.79E-08,2.40E-08,2.52E-08,4.60E-08,3.86E-08,3.44E-08,3.66E-08,6.35E-08,3.86E-08,3.44E-08,3.66E-08,6.35E-08,3.86E-08,3.44E-08,3.66E-08,6.35E-08,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,6.736881659
62,"Tasmania, Tasman Island",148.0067,-43.2324,1/11/2006 11:29,11/3/2012 11:45,Temperate,12,0,27215,27215,1.24E-08,8.06E-09,7.09E-09,2.98E-08,3.12E-08,2.30E-08,1.93E-08,6.02E-08,4.07E-08,3.12E-08,3.11E-08,8.30E-08,4.07E-08,3.12E-08,3.11E-08,8.30E-08,4.07E-08,3.12E-08,3.11E-08,8.30E-08,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,6.816468798
63,"Tasmania, Cape Peron",148.0126,-42.7432,5/2/2005 18:31,10/4/2017 12:00,Temperate,12,0,64876,64876,1.48E-08,1.04E-08,1.03E-08,3.27E-08,3.20E-08,2.65E-08,2.56E-08,6.21E-08,4.02E-08,3.46E-08,3.48E-08,7.56E-08,4.02E-08,3.46E-08,3.48E-08,7.56E-08,4.02E-08,3.46E-08,3.48E-08,7.56E-08,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,12.4321328
64,"Tasmania, Magistrates Point",148.0506,-42.586,6/21/2004 18:05,10/4/2017 14:00,Temperate,10.1,23.45083361,58241,44583,1.39E-08,1.02E-08,9.80E-09,2.92E-08,3.55E-08,3.05E-08,3.08E-08,6.45E-08,4.55E-08,4.02E-08,4.02E-08,7.77E-08,4.55E-08,4.02E-08,4.02E-08,7.77E-08,4.55E-08,4.02E-08,4.02E-08,7.77E-08,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,13.29542428
65,"Tasmania, Swansea",148.0925,-42.1239,5/3/2005 14:32,2/20/2012 15:14,Temperate,8.3,0,23048,23048,1.14E-08,8.77E-09,9.20E-09,2.29E-08,3.48E-08,3.04E-08,3.04E-08,5.84E-08,4.77E-08,4.20E-08,4.49E-08,8.14E-08,4.77E-08,4.20E-08,4.49E-08,8.14E-08,4.77E-08,4.20E-08,4.49E-08,8.14E-08,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,6.805559361
66,"Tasmania, Franklin Sound",148.263,-40.2288,5/17/2011 23:00,7/16/2016 5:00,Temperate,8,0,22636,22636,1.57E-08,1.25E-08,1.29E-08,3.03E-08,4.41E-08,3.66E-08,3.77E-08,8.51E-08,6.18E-08,5.29E-08,5.58E-08,1.13E-07,6.18E-08,5.29E-08,5.58E-08,1.13E-07,6.18E-08,5.29E-08,5.58E-08,1.13E-07,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_14,5.167808219
67,"Tasmania, Hazards Beach",148.2844,-42.1916,5/3/2005 14:42,6/18/2019 18:00,Temperate,6.5,8.389597803,61910,56716,1.19E-08,9.34E-09,9.61E-09,2.34E-08,3.40E-08,2.94E-08,2.88E-08,6.05E-08,4.79E-08,4.26E-08,4.34E-08,7.98E-08,4.79E-08,4.26E-08,4.34E-08,7.98E-08,4.79E-08,4.26E-08,4.34E-08,7.98E-08,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,14.13462329
68,"Tasmania, Schouten Island",148.2903,-42.2807,1/14/2007 19:00,2/20/2012 17:00,Temperate,12,0,22368,22368,2.68E-08,1.86E-08,1.74E-08,6.53E-08,5.14E-08,4.27E-08,4.06E-08,1.02E-07,6.23E-08,5.39E-08,5.20E-08,1.14E-07,6.23E-08,5.39E-08,5.20E-08,1.14E-07,6.23E-08,5.39E-08,5.20E-08,1.14E-07,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,5.103881279
69,"Tasmania, Coles Bay",148.2962,-42.1342,1/14/2007 21:00,4/9/2019 20:00,Temperate,6,0,53633,53633,1.28E-08,9.69E-09,9.84E-09,2.61E-08,3.77E-08,3.23E-08,3.25E-08,6.76E-08,5.29E-08,4.69E-08,4.83E-08,8.93E-08,5.29E-08,4.69E-08,4.83E-08,8.93E-08,5.29E-08,4.69E-08,4.83E-08,8.93E-08,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_10,12.24098174
71,"Tasmania, Eddystone Point",148.3467,-40.9851,6/1/2005 22:52,1/28/2010 12:00,Temperate,11,0.030989601,29042,29033,9.52E-09,6.16E-09,7.11E-09,2.13E-08,2.42E-08,1.94E-08,2.04E-08,4.57E-08,3.28E-08,2.77E-08,2.89E-08,5.95E-08,3.28E-08,2.77E-08,2.89E-08,5.95E-08,3.28E-08,2.77E-08,2.89E-08,5.95E-08,Porteus Michael,IMAS Data Portal,Porteus Michael,spatial_block_14,4.661773212
76.1,"Germany, Fehmarn",11.15,54.6,11/15/2012 14:29,8/10/2020 18:29,Temperate,1,62.37003171,67805,25515,1.70E-08,8.93E-09,8.45E-09,4.42E-08,4.61E-08,2.69E-08,2.70E-08,1.15E-07,6.53E-08,3.96E-08,3.88E-08,1.61E-07,6.53E-08,3.96E-08,3.88E-08,1.61E-07,6.53E-08,3.96E-08,3.88E-08,1.61E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.740182648
76.2,"Germany, Fehmarn",11.15,54.6,11/15/2012 13:29,8/10/2020 18:29,Temperate,3,64.65062089,67806,23969,1.46E-08,7.91E-09,7.55E-09,3.68E-08,3.96E-08,2.35E-08,2.31E-08,1.02E-07,5.71E-08,3.49E-08,3.53E-08,1.51E-07,5.71E-08,3.49E-08,3.53E-08,1.51E-07,5.71E-08,3.49E-08,3.53E-08,1.51E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.740296804
76.3,"Germany, Fehmarn",11.15,54.6,11/15/2012 13:29,12/6/2019 6:29,Temperate,10,68.29986094,61842,19604,1.88E-08,8.79E-09,8.21E-09,5.27E-08,4.42E-08,2.56E-08,2.37E-08,1.12E-07,6.10E-08,3.70E-08,4.01E-08,1.44E-07,6.10E-08,3.70E-08,4.01E-08,1.44E-07,6.10E-08,3.70E-08,4.01E-08,1.44E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.059474886
77.1,"Germany, Cape Arkona",13.8666,54.8833,11/9/2012 19:00,8/19/2020 15:00,Temperate,2,15.3293132,68157,57709,1.16E-08,6.43E-09,6.77E-09,2.81E-08,3.67E-08,2.25E-08,2.34E-08,8.36E-08,5.65E-08,3.55E-08,3.93E-08,1.24E-07,5.65E-08,3.55E-08,3.93E-08,1.24E-07,5.65E-08,3.55E-08,3.93E-08,1.24E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.780365297
77.2,"Germany, Cape Arkona",13.8666,54.8833,11/9/2012 19:00,8/19/2020 15:00,Temperate,5,15.29996919,68157,57729,1.12E-08,6.10E-09,6.52E-09,2.54E-08,3.58E-08,2.17E-08,2.24E-08,8.16E-08,5.51E-08,3.46E-08,3.79E-08,1.21E-07,5.51E-08,3.46E-08,3.79E-08,1.21E-07,5.51E-08,3.46E-08,3.79E-08,1.21E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.780365297
77.3,"Germany, Cape Arkona",13.8666,54.8833,11/9/2012 19:00,8/19/2020 15:00,Temperate,7,15.33958361,68157,57702,1.15E-08,6.04E-09,6.39E-09,2.62E-08,3.64E-08,2.15E-08,2.20E-08,8.48E-08,5.56E-08,3.39E-08,3.68E-08,1.21E-07,5.56E-08,3.39E-08,3.68E-08,1.21E-07,5.56E-08,3.39E-08,3.68E-08,1.21E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.780365297
78.1,"Germany, Kiel Lighthouse",10.268,54.5,11/9/2012 19:09,8/20/2020 13:09,Temperate,0.5,24.39020813,68179,51550,1.19E-08,6.29E-09,5.67E-09,3.14E-08,3.48E-08,2.10E-08,2.13E-08,8.26E-08,5.07E-08,3.22E-08,3.76E-08,1.18E-07,5.07E-08,3.22E-08,3.76E-08,1.18E-07,5.07E-08,3.22E-08,3.76E-08,1.18E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.782876712
78.2,"Germany, Kiel Lighthouse",10.268,54.5,11/9/2012 19:09,8/20/2020 13:09,Temperate,1,17.85007114,68179,56009,1.23E-08,6.62E-09,6.03E-09,3.19E-08,3.63E-08,2.24E-08,2.38E-08,8.29E-08,5.37E-08,3.54E-08,4.21E-08,1.18E-07,5.37E-08,3.54E-08,4.21E-08,1.18E-07,5.37E-08,3.54E-08,4.21E-08,1.18E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.782876712
78.3,"Germany, Kiel Lighthouse",10.268,54.5,11/9/2012 19:09,8/20/2020 13:09,Temperate,2,19.66001261,68179,54775,1.22E-08,6.71E-09,6.26E-09,3.14E-08,3.49E-08,2.19E-08,2.37E-08,8.25E-08,5.18E-08,3.42E-08,3.94E-08,1.18E-07,5.18E-08,3.42E-08,3.94E-08,1.18E-07,5.18E-08,3.42E-08,3.94E-08,1.18E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.782876712
78.4,"Germany, Kiel Lighthouse",10.268,54.5,11/9/2012 19:09,8/20/2020 13:09,Temperate,4,15.69984893,68179,57475,1.19E-08,6.61E-09,6.24E-09,2.87E-08,3.33E-08,2.10E-08,2.15E-08,8.10E-08,4.96E-08,3.27E-08,3.82E-08,1.12E-07,4.96E-08,3.27E-08,3.82E-08,1.12E-07,4.96E-08,3.27E-08,3.82E-08,1.12E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.782876712
78.5,"Germany, Kiel Lighthouse",10.268,54.5,11/9/2012 19:09,8/20/2020 13:09,Temperate,8,24.61021722,68179,51400,2.00E-08,8.76E-09,7.90E-09,5.01E-08,4.99E-08,2.71E-08,2.53E-08,1.27E-07,6.90E-08,4.05E-08,4.30E-08,1.69E-07,6.90E-08,4.05E-08,4.30E-08,1.69E-07,6.90E-08,4.05E-08,4.30E-08,1.69E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_17,7.782876712
79.1,"Germany, North Sea",6.583333,54,9/23/2010 3:15,7/3/2020 2:22,Temperate,3,68.65023803,85704,26868,9.16E-09,5.16E-09,4.67E-09,1.72E-08,2.55E-08,1.61E-08,1.58E-08,5.06E-08,3.51E-08,2.15E-08,2.40E-08,7.40E-08,3.51E-08,2.15E-08,2.40E-08,7.40E-08,3.51E-08,2.15E-08,2.40E-08,7.40E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,9.783460807
79.2,"Germany, North Sea",6.583333,54,9/23/2010 0:15,3/16/2020 6:22,Temperate,6,64.780071,83095,29266,8.34E-09,5.14E-09,4.78E-09,1.47E-08,2.51E-08,1.68E-08,1.68E-08,4.22E-08,3.79E-08,2.50E-08,2.83E-08,8.01E-08,3.79E-08,2.50E-08,2.83E-08,8.01E-08,3.79E-08,2.50E-08,2.83E-08,8.01E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,9.485629756
80.1,"Germany, North Sea",7.1583,55.19499,9/20/2011 12:22,2/23/2020 1:29,Temperate,6,83.04947063,73862,12520,8.20E-09,4.55E-09,4.26E-09,1.78E-08,2.37E-08,1.49E-08,1.50E-08,5.55E-08,3.54E-08,2.39E-08,2.17E-08,8.77E-08,3.54E-08,2.39E-08,2.17E-08,8.77E-08,3.54E-08,2.39E-08,2.17E-08,8.77E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,8.431634323
80.2,"Germany, North Sea",7.1583,55.19499,9/20/2011 12:22,2/25/2020 8:29,Temperate,12,84.57053181,73917,11405,6.97E-09,4.40E-09,4.19E-09,1.41E-08,2.06E-08,1.44E-08,1.61E-08,4.14E-08,3.00E-08,2.21E-08,2.15E-08,5.73E-08,3.00E-08,2.21E-08,2.15E-08,5.73E-08,3.00E-08,2.21E-08,2.15E-08,5.73E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,8.437912861
81.1,"Germany, North Sea",6.35,54.16667,9/19/2010 22:43,2/3/2020 23:41,Temperate,6,60.37990703,82178,32559,9.50E-09,5.49E-09,5.01E-09,2.07E-08,2.70E-08,1.87E-08,1.80E-08,5.10E-08,4.12E-08,2.91E-08,3.22E-08,8.28E-08,4.12E-08,2.91E-08,3.22E-08,8.28E-08,4.12E-08,2.91E-08,3.22E-08,8.28E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,9.380932268
81.2,"Germany, North Sea",6.35,54.16667,9/19/2010 22:43,4/8/2020 13:41,Temperate,10,61.6995618,83751,32077,9.80E-09,4.46E-09,4.06E-09,1.33E-08,2.75E-08,1.55E-08,1.52E-08,3.77E-08,4.17E-08,2.44E-08,2.44E-08,5.47E-08,4.17E-08,2.44E-08,2.44E-08,5.47E-08,4.17E-08,2.44E-08,2.44E-08,5.47E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,9.557872907
82.1,"Germany, North Sea",6.783333,54.68333,8/8/2011 20:45,9/14/2018 5:27,Temperate,4,78.92988397,62311,13129,1.12E-08,6.41E-09,6.37E-09,2.31E-08,3.63E-08,2.26E-08,2.33E-08,7.29E-08,5.61E-08,3.57E-08,3.78E-08,1.18E-07,5.61E-08,3.57E-08,3.78E-08,1.18E-07,5.61E-08,3.57E-08,3.78E-08,1.18E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_19,7.10510274
82.2,"Germany, North Sea",6.783333,54.68333,9/23/2010 12:45,7/3/2020 6:27,Temperate,6,73.84952605,85769,22429,8.98E-09,5.51E-09,5.09E-09,2.20E-08,2.53E-08,1.71E-08,1.95E-08,5.55E-08,3.72E-08,2.55E-08,2.88E-08,8.26E-08,3.72E-08,2.55E-08,2.88E-08,8.26E-08,3.72E-08,2.55E-08,2.88E-08,8.26E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,9.782842466
82.3,"Germany, North Sea",6.783333,54.68333,8/10/2011 1:45,7/3/2020 6:27,Temperate,11,73.5706235,78076,20635,1.09E-08,5.52E-09,4.74E-09,2.70E-08,2.43E-08,1.57E-08,1.73E-08,5.19E-08,3.45E-08,2.04E-08,2.59E-08,7.56E-08,3.45E-08,2.04E-08,2.59E-08,7.56E-08,3.45E-08,2.04E-08,2.59E-08,7.56E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,8.904646119
83,"Germany, Heligoland",7.867,54.16,4/12/2015 0:23,9/25/2018 11:39,Temperate,0.5,57.02994802,60605,26042,1.68E-08,1.03E-08,1.01E-08,4.08E-08,4.04E-08,2.82E-08,3.33E-08,9.16E-08,5.38E-08,3.78E-08,4.75E-08,1.22E-07,5.38E-08,3.78E-08,4.75E-08,1.22E-07,5.38E-08,3.78E-08,4.75E-08,1.22E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_19,3.458820396
84,"Germany, Heligoland",7.891111,54.17972,4/20/2011 14:31,7/3/2020 6:02,Temperate,0.5,56.17975441,161487,70764,2.04E-08,1.17E-08,1.14E-08,5.15E-08,4.61E-08,3.02E-08,3.03E-08,1.06E-07,6.31E-08,4.41E-08,4.70E-08,1.40E-07,6.31E-08,4.41E-08,4.70E-08,1.40E-07,6.31E-08,4.41E-08,4.70E-08,1.40E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_19,9.209990487
85,"Germany, North Sea",8.117,54,4/20/2011 11:12,7/3/2020 3:36,Temperate,0.5,46.56999926,161516,86298,2.15E-08,1.42E-08,1.39E-08,4.95E-08,4.60E-08,3.38E-08,3.62E-08,9.43E-08,6.28E-08,4.82E-08,5.29E-08,1.19E-07,6.28E-08,4.82E-08,5.29E-08,1.19E-07,6.28E-08,4.82E-08,5.29E-08,1.19E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_19,9.210091324
86,"Germany, Elbe River Estuary",8.943783,53.85905,3/15/2012 0:00,10/30/2013 8:30,Temperate,3,22.49964948,85588,66331,4.58E-08,3.69E-08,4.09E-08,8.41E-08,9.25E-08,7.56E-08,9.03E-08,1.65E-07,1.25E-07,1.04E-07,1.25E-07,2.07E-07,1.25E-07,1.04E-07,1.25E-07,2.07E-07,1.25E-07,1.04E-07,1.25E-07,2.07E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_19,1.62836758
87,"Germany, Jade Bight",8.188217,53.516566,4/11/2007 12:20,11/14/2011 14:40,Temperate,4,9.810177656,241647,217941,3.11E-08,2.27E-08,2.45E-08,5.88E-08,7.77E-08,5.72E-08,6.30E-08,1.57E-07,1.10E-07,8.29E-08,9.38E-08,2.29E-07,1.10E-07,8.29E-08,9.38E-08,2.29E-07,1.10E-07,8.29E-08,9.38E-08,2.29E-07,Antao Laura,COSYNA,Antao Laura,spatial_block_19,4.597526636
88.1,"Germany, North Sea",6.333333,55,5/27/2011 11:30,3/19/2019 7:25,Temperate,3,57.5093331,68841,29251,7.83E-09,4.67E-09,4.74E-09,1.80E-08,2.35E-08,1.47E-08,1.69E-08,5.00E-08,3.49E-08,2.16E-08,2.25E-08,7.53E-08,3.49E-08,2.16E-08,2.25E-08,7.53E-08,3.49E-08,2.16E-08,2.25E-08,7.53E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,7.815972222
88.2,"Germany, North Sea",6.333333,55,5/21/2011 16:30,3/19/2019 7:25,Temperate,6,57.36968027,68965,29400,8.41E-09,4.73E-09,4.83E-09,1.87E-08,2.42E-08,1.62E-08,1.83E-08,5.00E-08,3.61E-08,2.56E-08,2.91E-08,7.46E-08,3.61E-08,2.56E-08,2.91E-08,7.46E-08,3.61E-08,2.56E-08,2.91E-08,7.46E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,7.831839802
88.3,"Germany, North Sea",6.333333,55,5/27/2011 11:30,3/19/2019 7:25,Temperate,11,55.23986418,68914,30846,8.54E-09,4.37E-09,4.15E-09,1.94E-08,2.11E-08,1.39E-08,1.47E-08,5.02E-08,3.09E-08,2.17E-08,2.24E-08,6.18E-08,3.09E-08,2.17E-08,2.24E-08,6.18E-08,3.09E-08,2.17E-08,2.24E-08,6.18E-08,Antao Laura,COSYNA,Antao Laura,spatial_block_19,7.815972222
89.1,"Croatia, Kornati",15.22,43.836389,5/9/2009 23:00,5/20/2016 10:00,Temperate,5,8.659526128,61620,56284,4.44E-08,1.88E-08,1.45E-08,1.30E-07,9.83E-08,5.14E-08,4.29E-08,2.76E-07,1.29E-07,7.45E-08,6.20E-08,3.60E-07,1.29E-07,7.45E-08,6.20E-08,3.60E-07,1.29E-07,7.45E-08,6.20E-08,3.60E-07,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_21,7.03413242
89.2,"Croatia, Kornati",15.22,43.836389,5/9/2009 23:00,5/20/2016 10:00,Temperate,10,1.319376826,61620,60807,4.77E-08,1.84E-08,1.23E-08,1.52E-07,9.21E-08,4.61E-08,3.33E-08,2.72E-07,1.16E-07,6.63E-08,5.07E-08,3.24E-07,1.16E-07,6.63E-08,5.07E-08,3.24E-07,1.16E-07,6.63E-08,5.07E-08,3.24E-07,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_21,7.03413242
95.1,"Turkey, Kas Kovanli island",29.62139,36.15194,7/22/2014 11:00,12/23/2015 4:00,Temperate,5,0.337322303,12451,12409,3.28E-08,1.87E-08,2.22E-08,7.98E-08,7.66E-08,5.18E-08,5.80E-08,1.56E-07,1.11E-07,7.70E-08,9.71E-08,2.12E-07,1.11E-07,7.70E-08,9.71E-08,2.12E-07,1.11E-07,7.70E-08,9.71E-08,2.12E-07,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_23,1.421118721
95.2,"Turkey, Kas Kovanli island",29.62139,36.15194,7/22/2014 11:00,12/23/2015 4:00,Temperate,10,1.718737451,12451,12237,4.26E-08,1.94E-08,2.13E-08,1.25E-07,9.50E-08,5.60E-08,5.63E-08,2.38E-07,1.29E-07,8.21E-08,1.02E-07,2.96E-07,1.29E-07,8.21E-08,1.02E-07,2.96E-07,1.29E-07,8.21E-08,1.02E-07,2.96E-07,Garrabou Joaquim,Same as PI,Garrabou Joaquim,spatial_block_23,1.421118721
96,"Ecuador, Bartolome Island",-90.544861,-0.279722,3/30/2018 11:30,8/11/2018 20:30,Tropical,8,0,6451,6451,6.84E-08,5.14E-08,5.12E-08,1.43E-07,1.69E-07,1.54E-07,1.55E-07,2.40E-07,2.21E-07,2.12E-07,2.11E-07,3.11E-07,2.21E-07,2.12E-07,2.11E-07,3.11E-07,2.21E-07,2.12E-07,2.11E-07,3.11E-07,Bruno John,Same as PI,Bruno John,spatial_block_25,0.368150685
97,"Ecuador, Cabo Ibbetson",-90.732,0.543972,3/29/2018 10:05,8/12/2018 7:35,Tropical,8,0,6524,6524,9.53E-08,8.22E-08,8.47E-08,1.74E-07,1.78E-07,1.66E-07,1.79E-07,2.73E-07,2.24E-07,2.17E-07,2.28E-07,2.90E-07,2.24E-07,2.17E-07,2.28E-07,2.90E-07,2.24E-07,2.17E-07,2.28E-07,2.90E-07,Bruno John,Same as PI,Bruno John,spatial_block_25,0.372317352
98,"Ecuador, Cerro Mundo",-82.581667,-0.871389,7/28/2019 12:15,8/26/2020 13:30,Tropical,8,0,37926,37926,1.25E-07,1.08E-07,1.07E-07,2.28E-07,2.26E-07,2.06E-07,2.13E-07,3.43E-07,2.65E-07,2.42E-07,2.60E-07,3.71E-07,2.65E-07,2.42E-07,2.60E-07,3.71E-07,2.65E-07,2.42E-07,2.60E-07,3.71E-07,Bruno John,Same as PI,Bruno John,spatial_block_27,1.082334475
99,"Ecuador, La Botella",-90.496583,-1.291444,3/26/2018 16:09,8/16/2018 8:09,Tropical,8,0,6849,6849,8.65E-08,7.22E-08,8.87E-08,1.46E-07,1.61E-07,1.53E-07,1.64E-07,2.13E-07,1.87E-07,1.82E-07,1.77E-07,2.48E-07,1.87E-07,1.82E-07,1.77E-07,2.48E-07,1.87E-07,1.82E-07,1.77E-07,2.48E-07,Bruno John,Same as PI,Bruno John,spatial_block_25,0.39086758
100,"Ecuador, Punta Cormoran",-90.422611,-1.220667,3/26/2018 7:17,8/17/2018 10:17,Tropical,8,0,6919,6919,1.28E-07,1.12E-07,1.15E-07,2.16E-07,2.06E-07,1.93E-07,1.89E-07,2.84E-07,2.38E-07,2.26E-07,2.36E-07,2.86E-07,2.38E-07,2.26E-07,2.36E-07,2.86E-07,2.38E-07,2.26E-07,2.36E-07,2.86E-07,Bruno John,Same as PI,Bruno John,spatial_block_25,0.394863014
101,"Ecuador, Punta Espinosa",-91.435833,-0.270361,3/28/2018 17:37,8/13/2018 9:37,Tropical,8,0,6609,6609,1.16E-07,1.04E-07,1.14E-07,1.91E-07,1.99E-07,1.94E-07,1.89E-07,2.52E-07,2.24E-07,2.20E-07,2.16E-07,3.02E-07,2.24E-07,2.20E-07,2.16E-07,3.02E-07,2.24E-07,2.20E-07,2.16E-07,3.02E-07,Bruno John,Same as PI,Bruno John,spatial_block_25,0.37716895
102,"Spain, Columbretes Nature Reserve",0.682778,39.897111,6/28/2004 20:00,10/21/2020 16:00,Temperate,5,0.069923224,143014,142914,2.99E-08,1.72E-08,1.83E-08,7.18E-08,7.18E-08,4.86E-08,5.53E-08,1.62E-07,1.01E-07,7.15E-08,8.36E-08,2.08E-07,1.01E-07,7.15E-08,8.36E-08,2.08E-07,1.01E-07,7.15E-08,8.36E-08,2.08E-07,Kersting Diego,Same as PI,Kersting Diego,spatial_block_29,16.32557078
103,"Canada, Bay Bulls",-52.79167,47.30972,1/18/2011 1:30,3/21/2015 9:30,Temperate,4,19.1597604,73122,59112,1.94E-08,8.96E-09,7.69E-09,5.05E-08,5.09E-08,2.58E-08,2.36E-08,1.48E-07,6.79E-08,3.66E-08,3.40E-08,1.79E-07,6.79E-08,3.66E-08,3.40E-08,1.79E-07,6.79E-08,3.66E-08,3.40E-08,1.79E-07,Gagnon Patrick,Same as PI,Gagnon Patrick,spatial_block_16,4.173515982
105,"Canada, Bauline",-52.834622,47.722752,11/7/2019 0:00,7/5/2020 11:00,Temperate,6,0,1933,1933,5.60E-09,4.97E-09,2.74E-09,1.26E-08,2.24E-08,1.13E-08,1.09E-08,5.88E-08,3.68E-08,1.93E-08,1.60E-08,1.13E-07,3.68E-08,1.93E-08,1.60E-08,1.13E-07,3.68E-08,1.93E-08,1.60E-08,1.13E-07,Schuster Jasmin,Same as PI,Schuster Jasmin,spatial_block_16,0.66152968
106,"Canada, St. Phillips",-52.857052,47.625909,11/6/2019 18:00,7/5/2020 2:00,Temperate,6,0,1932,1932,7.01E-09,6.71E-09,3.66E-09,1.73E-08,2.37E-08,1.29E-08,1.12E-08,6.22E-08,3.94E-08,1.98E-08,1.85E-08,1.05E-07,3.94E-08,1.98E-08,1.85E-08,1.05E-07,3.94E-08,1.98E-08,1.85E-08,1.05E-07,Schuster Jasmin,Same as PI,Schuster Jasmin,spatial_block_16,0.661187215
107,"Hawaii, Kaneohe Bay",-157.7843583,21.43118497,7/25/2017 18:00,3/22/2019 8:00,Subtropical,3,18.99013335,87061,70528,4.14E-08,3.73E-08,3.82E-08,6.79E-08,9.11E-08,8.59E-08,8.94E-08,1.40E-07,1.21E-07,1.16E-07,1.18E-07,1.76E-07,1.21E-07,1.16E-07,1.18E-07,1.76E-07,1.21E-07,1.16E-07,1.18E-07,1.76E-07,Madin Elizabeth,Same as PI,Madin Elizabeth,spatial_block_8,1.656392694
108,"Hawaii, Kaneohe Bay",-157.7728388,21.41945634,7/19/2017 18:00,10/3/2019 15:00,Subtropical,1.2,48.86985446,116047,59335,1.14E-07,1.05E-07,1.13E-07,1.71E-07,1.85E-07,1.75E-07,1.87E-07,2.48E-07,2.21E-07,2.10E-07,2.16E-07,2.90E-07,2.21E-07,2.10E-07,2.16E-07,2.90E-07,2.21E-07,2.10E-07,2.16E-07,2.90E-07,Madin Elizabeth,Same as PI,Madin Elizabeth,spatial_block_8,2.207876712
109,"Hawaii, Kaneohe Bay",-157.7836392,21.42834351,7/25/2017 18:10,5/20/2019 22:40,Subtropical,3,23.2204843,95644,73435,4.23E-08,3.81E-08,3.93E-08,6.93E-08,9.31E-08,8.71E-08,8.43E-08,1.44E-07,1.25E-07,1.17E-07,1.14E-07,1.90E-07,1.25E-07,1.17E-07,1.14E-07,1.90E-07,1.25E-07,1.17E-07,1.14E-07,1.90E-07,Madin Elizabeth,Same as PI,Madin Elizabeth,spatial_block_8,1.819691781
