"","X","plot_id","loc_name","long_in_degrees","lat_in_degrees","start_date","end_date","climate_classification","depth_in_m","temp_degC_percentage_missing_values","no_of_data","net_no_of_data","daily_a_mean","daily_gm_mean","daily_median","daily_ninetieth_perc","weekly_a_mean","weekly_gm_mean","weekly_median","weekly_ninetieth_perc","biweekly_a_mean","biweekly_gm_mean","biweekly_median","biweekly_ninetieth_perc","monthly_a_mean","monthly_gm_mean","monthly_median","monthly_ninetieth_perc","annual_a_mean","annual_gm_mean","annual_median","annual_ninetieth_perc","contributor","database","study","spatial_blocks","duration_in_years"
"45",45,51,"Tasmania, Granville Harbour",145.0001,-41.7778,"2009-11-08 16:00:00","2012-03-29 13:00:00","Temperate",10,31.3264525993884,10464,7186,1.15870563143813e-08,9.20094566845796e-09,9.382617e-09,2.26648533e-08,2.85139979180328e-08,2.45460579832837e-08,2.5242623e-08,4.7462446e-08,3.68276818666667e-08,3.21068837280459e-08,3.5565039e-08,6.03831168e-08,5.39060848571429e-08,4.83034378884445e-08,5.79037145e-08,7.51876539e-08,1.90741638e-07,1.90741638e-07,1.90741638e-07,1.90741638e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_15",2.38869863013699
"46",46,52,"Tasmania, Cape Sorell",145.1781,-42.209,"2005-06-21 17:08:00","2018-02-20 14:00:00","Temperate",11.7,0,63630,63630,1.24152034030902e-08,1.00147227947121e-08,1.0229169e-08,2.3064735e-08,3.10642535739269e-08,2.75044229849534e-08,2.5930053e-08,5.47184298e-08,4.09750449840764e-08,3.66466247182669e-08,3.50685855e-08,7.13605433e-08,5.5691171537415e-08,5.03363493159394e-08,5.0961109e-08,9.21500178e-08,1.68194419090909e-07,1.66472389106557e-07,1.62840727e-07,1.95541359e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_15",12.6763546423135
"47",47,53,"Tasmania, Stanley Nut",145.3092,-40.764,"2005-09-13 13:33:00","2012-03-13 14:00:00","Temperate",8,0,16344,16344,1.06947195952381e-08,8.37172167707634e-09,8.7269735e-09,2.07273572e-08,3.10037531533333e-08,2.60086850922319e-08,2.7346372e-08,5.50305066e-08,4.42742976e-08,3.81271512795082e-08,4.1277344e-08,7.41506158e-08,6.43175909411765e-08,5.71811253606395e-08,6.28754725e-08,1.002067212e-07,3.154607905e-07,3.14530357497137e-07,3.154607905e-07,3.348294589e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_15",6.50142123287671
"48",48,54,"Tasmania, Inner Saddle",145.8977,-43.3059,"2008-04-23 21:00:00","2009-04-21 19:00:00","Temperate",10,0,4356,4356,8.28580859392265e-09,5.64593352485533e-09,5.2531895e-09,1.72759492e-08,2.45801225192308e-08,2.13171359084398e-08,2.09779725e-08,4.61172255e-08,3.31256155769231e-08,3.0090418528214e-08,3.1053329e-08,5.2613722e-08,4.75032895833333e-08,4.40219035978794e-08,4.7909499e-08,6.96053152e-08,1.68962889e-07,1.68962889e-07,1.68962889e-07,1.68962889e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",0.994292237442922
"49",49,55,"Tasmania, New Harbour",146.154,-43.5184,"2017-03-09 13:00:00","2018-04-22 14:00:00","Temperate",10,0,4909,4909,9.22884169362745e-09,6.9832798090011e-09,6.442417e-09,1.96707823e-08,2.43733365862069e-08,2.03563581286903e-08,1.83186465e-08,4.53944662e-08,3.54632335517241e-08,3.01650148494983e-08,3.1010687e-08,6.84217166e-08,5.2314225e-08,4.48224408338981e-08,5.0835112e-08,8.38090316e-08,1.97925557e-07,1.97925557e-07,1.97925557e-07,1.97925557e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",1.12066210045662
"50",50,56,"Tasmania, Mouldies Hole",146.9199,-43.5939,"2005-02-24 16:00:00","2017-12-11 13:00:00","Temperate",6,0.585840349293491,54281,53963,8.60030995117187e-09,5.93913887222127e-09,6.0851195e-09,1.85763652e-08,2.11472078630952e-08,1.4439287535336e-08,1.64711955e-08,4.28818551e-08,2.86532479365079e-08,2.06254914679416e-08,2.3308844e-08,5.68790836e-08,4.00622490169492e-08,3.15053961038426e-08,3.32861405e-08,7.9536586e-08,1.44763908555556e-07,1.39341041415901e-07,1.40530879e-07,1.871264902e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",12.802397260274
"51",51,57,"Tasmania, George III Reef",146.9831,-43.5085,"2006-05-31 20:00:00","2019-03-18 13:00:00","Temperate",10.2,21.3334629215667,61734,48564,6.7974356901566e-09,5.68574492533685e-09,5.522641e-09,1.1727476e-08,1.91517816550633e-08,1.63859476822852e-08,1.5557076e-08,3.2001023e-08,2.68645020253165e-08,2.3155697820819e-08,2.18019145e-08,4.82563855e-08,3.9459764472973e-08,3.41909704952713e-08,3.44276815e-08,6.40422135e-08,1.67877012285714e-07,1.66683878023297e-07,1.72560977e-07,1.884724558e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",12.8046803652968
"52",52,58,"Tasmania, Hogan Island",146.9962,-39.2099,"2008-04-10 21:00:00","2017-06-04 18:59:00","Temperate",10,0,40105,40105,8.58135072702784e-09,5.97767255612096e-09,5.627448e-09,1.3462864e-08,2.12608414842767e-08,1.62881343842544e-08,1.4756473e-08,4.02622982e-08,2.99918250168067e-08,2.40361683933164e-08,2.288986e-08,5.64564052e-08,4.62967169459459e-08,3.85905002172398e-08,3.9762553e-08,7.5231642e-08,2.12041815666667e-07,2.08988168261516e-07,2.05088056e-07,2.536016834e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_14",9.15593417047184
"53",53,59,"Tasmania, One Tree Point",147.3866,-43.1087,"2006-01-30 16:58:00","2012-12-17 13:00:00","Temperate",8,0,36899,36899,1.51891029040223e-08,9.84548365590491e-09,9.495848e-09,3.6317661e-08,3.63242310947075e-08,2.92417000625543e-08,2.878562e-08,7.35240252e-08,4.65283599162011e-08,3.89993239450727e-08,3.9338955e-08,8.96354450000001e-08,6.4588673939759e-08,5.70330993289477e-08,5.7390466e-08,1.041201324e-07,2.35885521166667e-07,2.35676748659832e-07,2.381872555e-07,2.456374395e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",6.88447869101979
"54",54,60,"Tasmania, Iron Pot",147.4167,-43.053,"2006-12-04 19:10:00","2015-02-23 15:00:00","Temperate",9,0.0463120947691708,41026,41007,2.00835329513171e-08,1.48170348647048e-08,1.4382897e-08,4.36121928e-08,4.17104380303738e-08,3.5229478048812e-08,3.2720992e-08,7.98093094e-08,5.3230402364486e-08,4.61864706123451e-08,4.45197775e-08,9.54551819e-08,7.18126963939394e-08,6.48235893907387e-08,6.4480893e-08,1.20914902e-07,2.59788064e-07,2.59512697275266e-07,2.607222015e-07,2.756137215e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",8.22692161339422
"55",55,61,"Tasmania, Wedge Island",147.6753,-43.1273,"2005-05-16 14:55:00","2012-02-08 14:00:00","Temperate",10.2,0,45025,45025,1.02708630832562e-08,7.78419241468082e-09,7.469525e-09,2.0960648e-08,2.7968609802589e-08,2.41062746037517e-08,2.5159424e-08,4.6130504e-08,3.88742379090909e-08,3.4671742663197e-08,3.6594684e-08,6.36547411e-08,5.59318416388889e-08,5.17862013283666e-08,5.20294725e-08,7.71926538e-08,2.317123076e-07,2.31349874353161e-07,2.25269043e-07,2.480269626e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",6.73688165905632
"56",56,62,"Tasmania, Tasman Island",148.0067,-43.2324,"2006-01-11 11:29:00","2012-11-03 11:45:00","Temperate",12,0,27215,27215,1.24251815610022e-08,8.09324567429524e-09,7.112847e-09,2.98614778e-08,3.11425670687023e-08,2.30144322218227e-08,1.9304196e-08,6.0240392e-08,4.05544497384615e-08,3.08809630136781e-08,2.7813645e-08,8.33651162e-08,5.84409621333333e-08,4.57818526346433e-08,5.0603722e-08,1.130067337e-07,2.475515875e-07,2.43717800648715e-07,2.475515875e-07,2.822703167e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",6.81646879756469
"57",57,63,"Tasmania, Cape Peron",148.0126,-42.7432,"2005-05-02 18:31:00","2017-10-04 12:00:00","Temperate",12,0,64876,64876,1.48192157398015e-08,1.03744268658378e-08,1.0358807e-08,3.272237e-08,3.20336674598765e-08,2.66090233507659e-08,2.56238835e-08,6.21252087e-08,4.04384707801858e-08,3.48623810021038e-08,3.5270875e-08,7.56364486e-08,5.58353878476821e-08,4.91171265413954e-08,4.9464345e-08,9.3592607e-08,2.07621112636364e-07,2.05797721341864e-07,2.01391695e-07,2.3596136e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",12.4321328006088
"58",58,64,"Tasmania, Magistrates Point",148.0506,-42.586,"2004-06-21 18:05:00","2017-10-04 14:00:00","Temperate",10.1,23.4508336051922,58241,44583,1.39461192720172e-08,1.02582435794386e-08,9.808866e-09,2.92432426e-08,3.55989257894737e-08,2.92254957604363e-08,2.77691155e-08,6.40070686e-08,4.67605822236842e-08,3.92454583418264e-08,3.7889858e-08,7.59898205e-08,6.65192267777778e-08,5.67149214922279e-08,5.17112315e-08,1.067580075e-07,2.3689298325e-07,2.34272325722913e-07,2.20185509e-07,2.782200131e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",13.2954242770167
"59",59,65,"Tasmania, Swansea",148.0925,-42.1239,"2005-05-03 14:32:00","2012-02-20 15:14:00","Temperate",8.3,0,23048,23048,1.14513348326586e-08,8.79418827624804e-09,9.2681315e-09,2.28857793e-08,3.49968147264151e-08,3.06863675545969e-08,3.05675085e-08,5.8405298e-08,4.83454313490566e-08,4.30191344745386e-08,4.5891575e-08,8.20166995e-08,7.3793888125e-08,6.64139774156572e-08,7.126764e-08,1.239734079e-07,3.23453894e-07,3.23187501826713e-07,3.28595572e-07,3.346848496e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",6.80555936073059
"60",60,66,"Tasmania, Franklin Sound",148.263,-40.2288,"2011-05-17 23:00:00","2016-07-16 05:00:00","Temperate",8,0,22636,22636,1.57369858796394e-08,1.256523109775e-08,1.29011765e-08,3.03445185e-08,4.41925728215613e-08,3.67545072870882e-08,3.7692123e-08,8.51147788e-08,6.18484970888889e-08,5.28939411221246e-08,5.5767914e-08,1.132086958e-07,8.84566554761905e-08,7.76406858995805e-08,8.4874731e-08,1.527365156e-07,3.496589202e-07,3.48713966717012e-07,3.54401898e-07,3.772891248e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_14",5.16780821917808
"61",61,67,"Tasmania, Hazards Beach",148.2844,-42.1916,"2005-05-03 14:42:00","2019-06-18 18:00:00","Temperate",6.5,8.3895978032628,61910,56716,1.19450446408466e-08,9.35435102259433e-09,9.608186e-09,2.3409984e-08,3.40481807212806e-08,2.92139684639968e-08,2.8716409e-08,6.0084544e-08,4.8566957e-08,4.2673453026874e-08,4.3623914e-08,7.90374316e-08,7.1750232983871e-08,6.44572275546967e-08,6.7289288e-08,1.085882011e-07,2.92242635454545e-07,2.90270343286325e-07,2.96788878e-07,3.32001106e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",14.1346232876712
"62",62,68,"Tasmania, Schouten Island",148.2903,-42.2807,"2007-01-14 19:00:00","2012-02-20 17:00:00","Temperate",12,0,22368,22368,2.67621544978518e-08,1.85453408870559e-08,1.74254895e-08,6.52379426e-08,5.12710736090226e-08,4.2595696966889e-08,4.04885735e-08,1.023972935e-07,6.20462623533835e-08,5.36939487467008e-08,5.1945418e-08,1.136351968e-07,7.98024190645161e-08,7.20269019027809e-08,6.9136312e-08,1.308210825e-07,2.569278108e-07,2.56085556311485e-07,2.71419605e-07,2.751084616e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",5.10388127853881
"63",63,69,"Tasmania, Coles Bay",148.2962,-42.1342,"2007-01-14 21:00:00","2019-04-09 20:00:00","Temperate",6,0,53633,53633,1.27583252658908e-08,9.68919811411022e-09,9.845613e-09,2.60642532e-08,3.76657700266458e-08,3.23018299330237e-08,3.2419574e-08,6.76548965e-08,5.29762532570533e-08,4.69362397283627e-08,4.8480381e-08,8.9539706e-08,7.79989219932886e-08,7.01246712618811e-08,7.6023791e-08,1.230161734e-07,3.10288905333333e-07,3.09678901273939e-07,3.104249225e-07,3.307079363e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_10",12.2409817351598
"64",64,71,"Tasmania, Eddystone Point",148.3467,-40.9851,"2005-06-01 22:52:00","2010-01-28 12:00:00","Temperate",11,0.0309896012671304,29042,29033,9.54311155123675e-09,6.1694251161844e-09,7.1404075e-09,2.14046438e-08,2.42401428765432e-08,1.95321469116818e-08,2.0408768e-08,4.57462856e-08,3.29663041570248e-08,2.80043246781662e-08,2.8882466e-08,5.9557191e-08,4.85353037857143e-08,4.25920103294345e-08,4.23886195e-08,8.11074935e-08,2.1564664025e-07,2.10889403242963e-07,2.05635045e-07,2.682583781e-07,"Porteus Michael","IMAS Data Portal","Porteus Michael","spatial_block_14",4.66177321156773
"65",65,76.1,"Germany, Fehmarn",11.15,54.6,"2012-11-15 14:29:00","2020-08-10 18:29:00","Temperate",1,62.3700317085761,67805,25515,1.79314929475728e-08,9.57859318545741e-09,9.388135e-09,4.57022183e-08,2.44973176666667e-08,2.34145579530255e-08,2.5717564e-08,3.10155888e-08,2.6723968e-08,2.6723968e-08,2.6723968e-08,2.6723968e-08,NA,NA,NA,NA,NA,NA,NA,NA,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.74018264840183
"66",66,76.2,"Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2020-08-10 18:29:00","Temperate",3,64.6506208890069,67806,23969,1.54699918770661e-08,8.51325652309312e-09,8.326969e-09,3.75010192e-08,2.55144866666667e-08,2.49945575546352e-08,2.2905921e-08,3.09386898e-08,2.7412916e-08,2.7412916e-08,2.7412916e-08,2.7412916e-08,NA,NA,NA,NA,NA,NA,NA,NA,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.74029680365297
"67",67,76.3,"Germany, Fehmarn",11.15,54.6,"2012-11-15 13:29:00","2019-12-06 06:29:00","Temperate",10,68.2998609359335,61842,19604,2.01417276273764e-08,9.77037198812453e-09,8.603289e-09,5.5959435e-08,4.76166076666667e-08,4.12719832185075e-08,5.5798386e-08,6.61326964e-08,7.3794549e-08,7.37945489999999e-08,7.3794549e-08,7.3794549e-08,NA,NA,NA,NA,NA,NA,NA,NA,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.05947488584475
"68",68,77.1,"Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00","Temperate",2,15.3293132033393,68157,57709,1.25422133924329e-08,6.80484396004929e-09,7.287216e-09,2.94594978e-08,4.07874531617647e-08,2.35204506780967e-08,2.338704e-08,9.35366293e-08,6.41375392657343e-08,3.88152382246181e-08,3.9638216e-08,1.464793614e-07,1.05028787455882e-07,7.0794672703252e-08,8.7818279e-08,2.074099015e-07,4.46551139285714e-07,4.38693293347174e-07,4.37039157e-07,5.43489512e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.78036529680365
"69",69,77.2,"Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00","Temperate",5,15.2999691887847,68157,57729,1.19998058833113e-08,6.43449276224701e-09,6.864534e-09,2.6948036e-08,3.83428561544118e-08,2.245393757058e-08,2.2703328e-08,8.69520872e-08,6.00871448531469e-08,3.74411894960792e-08,4.0459149e-08,1.289444748e-07,9.93890231029412e-08,6.84396838825655e-08,8.24100085e-08,2.064591383e-07,4.20575637714286e-07,4.13919365614235e-07,4.25106075e-07,4.990801564e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.78036529680365
"70",70,77.3,"Germany, Cape Arkona",13.8666,54.8833,"2012-11-09 19:00:00","2020-08-19 15:00:00","Temperate",7,15.3395836084335,68157,57702,1.23068892133744e-08,6.38396398910065e-09,6.708448e-09,2.88686428e-08,3.87172678125e-08,2.25989377274758e-08,2.2346135e-08,8.82023277e-08,6.04213826478873e-08,3.72993156136006e-08,4.0218519e-08,1.26585317e-07,9.93962914264706e-08,6.77177369668048e-08,7.82771425e-08,2.066784448e-07,4.22667963571429e-07,4.15477601269178e-07,4.23817086e-07,5.051450462e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.78036529680365
"71",71,78.1,"Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00","Temperate",0.5,24.3902081286027,68179,51550,1.28377446665076e-08,6.68499179245626e-09,5.999854e-09,3.3162705e-08,5.06955388795181e-08,2.74013596433202e-08,2.8191125e-08,1.01407718e-07,7.81916475909091e-08,4.46477583356571e-08,5.50387315e-08,1.429208442e-07,1.40481763e-07,8.58504731135414e-08,9.7232762e-08,2.623208101e-07,4.809951215e-07,4.80734385404006e-07,4.809951215e-07,4.936633835e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.78287671232877
"72",72,78.2,"Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00","Temperate",1,17.8500711362736,68179,56009,1.32029536152155e-08,7.04240344926845e-09,6.586603e-09,3.28996793e-08,4.53280618852459e-08,2.47428947219616e-08,2.506972e-08,9.22792490000001e-08,6.73005056428571e-08,3.87554877819418e-08,4.2109916e-08,1.36953534e-07,1.16721026956522e-07,7.1272745604902e-08,8.92528185e-08,2.52435782e-07,4.54407657666667e-07,4.49556026108436e-07,4.5191354e-07,5.2768532e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.78287671232877
"73",73,78.3,"Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00","Temperate",2,19.6600126138547,68179,54775,1.31532100596145e-08,7.11751590380707e-09,6.767187e-09,3.2466792e-08,4.76136872516129e-08,2.70345172014634e-08,2.9785889e-08,9.4183478e-08,7.13480649036145e-08,4.20645124952179e-08,4.8423942e-08,1.348147522e-07,1.19027380025641e-07,7.3631869371802e-08,9.0415298e-08,2.40700897e-07,4.683591298e-07,4.65021596288423e-07,4.6868679e-07,5.325079764e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.78287671232877
"74",74,78.4,"Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00","Temperate",4,15.699848927089,68179,57475,1.25564773532934e-08,6.97757764311057e-09,6.6180385e-09,2.98954671e-08,4.3449121027907e-08,2.52257733897369e-08,2.646076e-08,8.76493552e-08,6.55800385862069e-08,4.03264292926318e-08,4.2788905e-08,1.2915451e-07,1.10464797622642e-07,7.15586813800424e-08,8.600332e-08,2.35088605e-07,4.15936862142857e-07,4.09680062206634e-07,4.09116015e-07,4.929323014e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.78287671232877
"75",75,78.5,"Germany, Kiel Lighthouse",10.268,54.5,"2012-11-09 19:09:00","2020-08-20 13:09:00","Temperate",8,24.6102172223119,68179,51400,2.00950352659574e-08,9.13775860648107e-09,8.355095e-09,5.04911171e-08,5.41240531985816e-08,2.57511845384543e-08,2.2435025e-08,1.44835496e-07,7.92834474133333e-08,4.15456272140212e-08,3.9292785e-08,2.059909706e-07,1.30068731485714e-07,7.83830508677551e-08,7.694054e-08,2.994469806e-07,4.132093872e-07,4.08954583138374e-07,4.27118897e-07,4.724840034e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_17",7.78287671232877
"76",76,79.1,"Germany, North Sea",6.583333,54,"2010-09-23 03:15:00","2020-07-03 02:22:00","Temperate",3,68.6502380285634,85704,26868,1.08821505668849e-08,5.69176348629708e-09,5.047848e-09,2.04814946e-08,1.5318954826087e-08,1.35313844672189e-08,1.1760053e-08,2.7013191e-08,2.55369268333333e-08,2.27378160985475e-08,2.5244076e-08,4.25139798e-08,4.69983293333333e-08,3.96588945785951e-08,4.6169656e-08,7.4722981e-08,NA,NA,NA,NA,"Antao Laura","COSYNA","Antao Laura","spatial_block_19",9.78346080669711
"77",77,79.2,"Germany, North Sea",6.583333,54,"2010-09-23 00:15:00","2020-03-16 06:22:00","Temperate",6,64.7800710030688,83095,29266,9.3494031826678e-09,5.51490946294622e-09,5.095191e-09,1.55630164e-08,2.63896666388889e-08,1.64958265850696e-08,1.4634117e-08,3.21244935e-08,4.55216182105263e-08,3.01695972254402e-08,2.9646832e-08,7.51017073999999e-08,7.64349329e-08,5.31665273182992e-08,6.0569519e-08,1.031899225e-07,3.26405652e-07,3.26405652e-07,3.26405652e-07,3.26405652e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_19",9.4856297564688
"78",78,80.1,"Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-23 01:29:00","Temperate",6,83.0494706344264,73862,12520,9.87684170414201e-09,5.1834147115732e-09,4.711431e-09,2.20686924e-08,1.87079406666667e-08,1.64548054878302e-08,1.8462988e-08,3.27267794e-08,3.360972925e-08,2.9956761421982e-08,3.3846616e-08,4.85828005e-08,6.42025905e-08,6.41992712482286e-08,6.42025905e-08,6.47248613e-08,NA,NA,NA,NA,"Antao Laura","COSYNA","Antao Laura","spatial_block_19",8.43163432267884
"79",79,80.2,"Germany, North Sea",7.1583,55.19499,"2011-09-20 12:22:00","2020-02-25 08:29:00","Temperate",12,84.5705318127089,73917,11405,8.68594813174946e-09,5.00542708587701e-09,4.605667e-09,1.8453228e-08,1.9597702e-08,1.75365904293518e-08,1.9076901e-08,3.27267794e-08,3.536534025e-08,3.09192114311064e-08,3.8107342e-08,4.91386261e-08,6.3453087e-08,6.343758891024e-08,6.3453087e-08,6.45749606e-08,NA,NA,NA,NA,"Antao Laura","COSYNA","Antao Laura","spatial_block_19",8.43791286149163
"80",80,81.1,"Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-02-03 23:41:00","Temperate",6,60.3799070310789,82178,32559,1.05742392860558e-08,5.7508510633171e-09,5.182635e-09,2.16275452e-08,1.94092103389831e-08,1.51041753448277e-08,1.6427229e-08,3.05929808e-08,3.17298742758621e-08,2.48266030434908e-08,2.4433358e-08,4.6615581e-08,5.83116867142857e-08,4.85334596895696e-08,4.95640855e-08,9.19209478e-08,2.76977334e-07,2.76977334e-07,2.76977334e-07,2.76977334e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_19",9.38093226788432
"81",81,81.2,"Germany, North Sea",6.35,54.16667,"2010-09-19 22:43:00","2020-04-08 13:41:00","Temperate",10,61.6995617962771,83751,32077,1.08838730706827e-08,4.74944736846069e-09,4.391106e-09,1.4090697e-08,1.76214931186441e-08,1.37364154046296e-08,1.4208681e-08,2.73761516e-08,2.9519675137931e-08,2.28047112548801e-08,2.4406445e-08,4.32188428e-08,5.53402265714286e-08,4.49432305177928e-08,4.74619735e-08,9.04936721e-08,2.68061953e-07,2.68061953e-07,2.68061953e-07,2.68061953e-07,"Antao Laura","COSYNA","Antao Laura","spatial_block_19",9.55787290715373
"82",82,82.1,"Germany, North Sea",6.783333,54.68333,"2011-08-08 20:45:00","2018-09-14 05:27:00","Temperate",4,78.9298839691226,62311,13129,1.34926745256167e-08,7.30481994277695e-09,7.135623e-09,2.49451534e-08,3.69955924e-08,2.24870856187316e-08,2.1007712e-08,4.63219574999999e-08,6.2248582e-08,4.27258787086543e-08,2.8295492e-08,1.301686676e-07,8.1664382e-08,6.15109477148306e-08,3.7175039e-08,1.44445903e-07,NA,NA,NA,NA,"Antao Laura","COSYNA","Antao Laura","spatial_block_19",7.10510273972603
